player,team,plays,ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Andrew Nembhard,IND,[],[],"{'pts': 20.74302582569611, 'reb': 3.67510437965393, 'ast': 5.606192588806152, 'threes': 3.010594912141136, 'pra': 30.024322794156195}",[],,,,[],0.0,0.0
Andrew Wiggins,MIA,[],[],"{'pts': 12.532118940276172, 'reb': 4.011326789855957, 'ast': 1.201765537261963, 'threes': 2.369535249391233, 'pra': 17.74521126739409}",[],,,,[],0.0,0.0
Anthony Black,ORL,[],[],"{'pts': 16.80956433820774, 'reb': 4.4498518856860905, 'ast': 3.354308094738592, 'threes': 1.4985636746534683, 'pra': 24.61372431863242}",[],,,,[],0.0,0.0
Anthony Edwards,MIN,[],[],"{'pts': 20.752564486335302, 'reb': 5.001157847594642, 'ast': 3.371500911020334, 'threes': 2.623172041179863, 'pra': 29.12522324495028}",[],,,,[],0.0,0.0
Anthony Gill,WAS,[],[],"{'pts': 11.028339240943993, 'reb': 4.683375358581543, 'ast': 2.151237964630127, 'threes': 0.567977195023845, 'pra': 17.862952564155663}",[],,,,[],0.0,0.0
Antonio Reeves,CHA,[],[],"{'pts': 10.706768989562988, 'reb': 3.819185972213745, 'ast': 2.2283315658569336, 'threes': 0.8501019477844238, 'pra': 16.754286527633667}",[],,,,[],0.0,0.0
Asa Newell,ATL,[],[],"{'pts': 8.99736213684082, 'reb': 4.641819953918457, 'ast': 1.931106686592102, 'threes': 0.348391626224389, 'pra': 15.57028877735138}",[],,,,[],0.0,0.0
Austin Reaves,LAL,[],[],"{'pts': 19.357227325439453, 'reb': 4.566044807434082, 'ast': 4.995977401733398, 'threes': 1.769590139389038, 'pra': 28.919249534606934}",[],,,,[],0.0,0.0
Ayo Dosunmu,MIN,[],[],"{'pts': 14.57983626750519, 'reb': 2.857398509979248, 'ast': 3.683640557490176, 'threes': 1.596069558569302, 'pra': 21.120875334974613}",[],,,,[],0.0,0.0
Bam Adebayo,MIA,[],[],"{'pts': 16.270697830514575, 'reb': 8.548890027151145, 'ast': 3.5284350446683668, 'threes': 1.0685525693941766, 'pra': 28.348022902334087}",[],,,,[],0.0,0.0
Ben Saraf,BKN,[],[],"{'pts': 11.95209159002089, 'reb': 4.1732988357543945, 'ast': 3.4698052406311035, 'threes': 0.7043641805648804, 'pra': 19.59519566640639}",[],,,,[],0.0,0.0
Ben Sheppard,IND,[],[],"{'pts': 11.758115768432615, 'reb': 3.910612344741821, 'ast': 1.951793074607849, 'threes': 2.05778169631958, 'pra': 17.620521187782288}",[],,,,[],0.0,0.0
Bennedict Mathurin,LAC,[],[],"{'pts': 13.529105186462402, 'reb': 4.767594337463379, 'ast': 2.312252998352051, 'threes': 1.4187625646591189, 'pra': 20.608952522277832}",[],,,,[],0.0,0.0
Bilal Coulibaly,WAS,[],[],"{'pts': 13.242093324661257, 'reb': 4.037381172180176, 'ast': 2.007200241088867, 'threes': 1.5027520537986925, 'pra': 19.28667473793029}",[],,,,[],0.0,0.0
Bismack Biyombo,SAS,[],[],"{'pts': 9.46864891052246, 'reb': 4.012378692626953, 'ast': 2.2416868209838867, 'threes': 0.7541462182998657, 'pra': 15.7227144241333}",[],,,,[],0.0,0.0
Blake Hinson,UTA,[],[],"{'pts': 11.011436462402344, 'reb': 1.863017082214356, 'ast': 1.6813431978225708, 'threes': 1.9539129734039309, 'pra': 14.55579674243927}",[],,,,[],0.0,0.0
Blake Wesley,POR,[],[],"{'pts': 7.072942733764648, 'reb': 4.163654327392578, 'ast': 2.6080856323242188, 'threes': 0.2685302197933197, 'pra': 13.844682693481444}",[],,,,[],0.0,0.0
Bogdan Bogdanović,LAC,[],[],"{'pts': 10.192660331726074, 'reb': 3.700768232345581, 'ast': 2.4388132095336914, 'threes': 0.9080718755722046, 'pra': 16.332241773605347}",[],,,,[],0.0,0.0
Bones Hyland,MIN,[],[],"{'pts': 11.649496642458768, 'reb': 3.20297518730552, 'ast': 3.705389737580952, 'threes': 1.080759234201924, 'pra': 18.55786156734524}",[],,,,[],0.0,0.0
Brandon Miller,CHA,[],[],"{'pts': 16.19550895690918, 'reb': 4.6717071533203125, 'ast': 2.8666869401931763, 'threes': 2.424619886610243, 'pra': 23.73390305042267}",[],,,,[],0.0,0.0
Brandon Williams,DAL,[],[],"{'pts': 19.09329414367676, 'reb': 4.04544734954834, 'ast': 4.329689025878906, 'threes': 2.0220186710357666, 'pra': 27.468430519104004}",[],,,,[],0.0,0.0
Brice Sensabaugh,UTA,[],[],"{'pts': 10.652844047546388, 'reb': 3.074924230575561, 'ast': 0.993677688343354, 'threes': 2.6903519358220467, 'pra': 14.721445966465303}",[],,,,[],0.0,0.0
Bronny James,LAL,[],[],"{'pts': 11.056952476501465, 'reb': 3.966295957565308, 'ast': 3.093116283416748, 'threes': 0.6555780172348022, 'pra': 18.11636471748352}",[],,,,[],0.0,0.0
Brook Lopez,LAC,[],[],"{'pts': 11.04659097035726, 'reb': 3.001033090510228, 'ast': 0.7532194025665931, 'threes': 2.2475484406034973, 'pra': 14.80084346343408}",[],,,,[],0.0,0.0
Brooks Barnhizer,OKC,[],[],"{'pts': 10.267318725585938, 'reb': 4.187936782836914, 'ast': 3.29129695892334, 'threes': 0.563148021697998, 'pra': 17.74655246734619}",[],,,,[],0.0,0.0
Bryce McGowens,NOP,[],[],"{'pts': 11.60903000831604, 'reb': 3.025256872177124, 'ast': 2.862058162689209, 'threes': 1.3087297337395802, 'pra': 17.496345043182373}",[],,,,[],0.0,0.0
Bub Carrington,WAS,[],[],"{'pts': 11.115356914060897, 'reb': 3.096488237380981, 'ast': 4.780407951609294, 'threes': 0.8429043938859656, 'pra': 18.992253103051173}",[],,,,[],0.0,0.0
Buddy Boeheim,OKC,[],[],"{'pts': 8.109037399291992, 'reb': 2.95462703704834, 'ast': 1.402058243751526, 'threes': 1.0039653778076172, 'pra': 12.465722680091858}",[],,,,[],0.0,0.0
Buddy Hield,ATL,[],[],"{'pts': 10.556596755981444, 'reb': 4.201081275939941, 'ast': 2.75149154663086, 'threes': 0.4739915430545807, 'pra': 17.509169578552246}",[],,,,[],0.0,0.0
CJ McCollum,ATL,[],[],"{'pts': 19.97926521301269, 'reb': 2.717638731002808, 'ast': 4.562825202941895, 'threes': 1.947220087051392, 'pra': 27.2597291469574}",[],,,,[],0.0,0.0
Caleb Houstan,ATL,[],[],"{'pts': 11.281227111816406, 'reb': 3.7051804065704346, 'ast': 1.9851361513137813, 'threes': 1.2943695783615112, 'pra': 16.971543669700623}",[],,,,[],0.0,0.0
Caleb Love,POR,[],[],"{'pts': 13.674016952514648, 'reb': 3.353454828262329, 'ast': 3.229297637939453, 'threes': 1.7647874355316162, 'pra': 20.25676941871643}",[],,,,[],0.0,0.0
Caleb Martin,DAL,[],[],"{'pts': 8.259775339725298, 'reb': 4.915616989135742, 'ast': 2.1280813217163086, 'threes': 0.4877127185281329, 'pra': 15.303473650577349}",[],,,,[],0.0,0.0
Cam Christie,LAC,[],[],"{'pts': 8.908433322425651, 'reb': 4.003373146057129, 'ast': 2.2578907012939453, 'threes': 0.4793598097691991, 'pra': 15.169697169776724}",[],,,,[],0.0,0.0
Carter Bryant,SAS,[],[],"{'pts': 6.243978500366211, 'reb': 4.372285842895508, 'ast': 1.728757941281354, 'threes': 0.6616931359998912, 'pra': 12.345022284543074}",[],,,,[],0.0,0.0
Cedric Coward,MEM,[],[],"{'pts': 12.387966831355914, 'reb': 5.980234146118164, 'ast': 3.001835823059082, 'threes': 0.4628404202661216, 'pra': 21.37003680053316}",[],,,,[],0.0,0.0
Charles Bassey,PHI,[],[],"{'pts': 10.952171325683594, 'reb': 6.25240421295166, 'ast': 1.4816890954971311, 'threes': 0.8616029024124146, 'pra': 18.686264634132385}",[],,,,[],0.0,0.0
Chaz Lanier,DET,[],[],"{'pts': 11.234577178955078, 'reb': 3.8724420070648193, 'ast': 2.3009252548217773, 'threes': 0.9167660474777222, 'pra': 17.407944440841675}",[],,,,[],0.0,0.0
Chris Mañon,LAL,[],[],"{'pts': 11.198041915893556, 'reb': 3.875587224960327, 'ast': 2.1564207077026367, 'threes': 1.1559793949127195, 'pra': 17.23004984855652}",[],,,,[],0.0,0.0
Chris Paul,LAC,[],[],"{'pts': 12.961181640625, 'reb': 3.990345239639282, 'ast': 2.65576696395874, 'threes': 1.909320831298828, 'pra': 19.607293844223022}",[],,,,[],0.0,0.0
Chris Youngblood,OKC,[],[],"{'pts': 9.438190460205078, 'reb': 2.9664337635040283, 'ast': 1.8509362936019893, 'threes': 1.5633013248443604, 'pra': 14.255560517311096}",[],,,,[],0.0,0.0
Christian Koloko,ATL,[],[],"{'pts': 9.486529350280762, 'reb': 5.381246566772461, 'ast': 1.5869134664535522, 'threes': 0.6118470430374146, 'pra': 16.454689383506775}",[],,,,[],0.0,0.0
Chucky Hepburn,TOR,[],[],"{'pts': 11.589699745178224, 'reb': 3.737068891525269, 'ast': 2.4601597785949707, 'threes': 1.2797387838363647, 'pra': 17.786928415298462}",[],,,,[],0.0,0.0
Clint Capela,HOU,[],[],"{'pts': 4.725930806110519, 'reb': 4.483054783033288, 'ast': 0.8926061731735502, 'threes': 0.2816922224703289, 'pra': 10.10159176231736}",[],,,,[],0.0,0.0
Cody Martin,IND,[],[],"{'pts': 9.186090469360352, 'reb': 5.411761283874512, 'ast': 1.5552279949188232, 'threes': 0.514458179473877, 'pra': 16.153079748153687}",[],,,,[],0.0,0.0
Cody Williams,UTA,[],[],"{'pts': 7.334229413200827, 'reb': 3.6094272136688232, 'ast': 1.1235173365000677, 'threes': 0.7516638940217959, 'pra': 12.06717396336972}",[],,,,[],0.0,0.0
Collin Gillespie,PHX,[],[],"{'pts': 6.535612869262695, 'reb': 3.8245112895965576, 'ast': 3.002062294371049, 'threes': 1.5111335277557374, 'pra': 13.362186453230304}",[],,,,[],0.0,0.0
Collin Murray-Boyles,TOR,[],[],"{'pts': 10.21978487287249, 'reb': 5.822766304016113, 'ast': 2.5058188438415527, 'threes': 0.2622461386812114, 'pra': 18.54837002073016}",[],,,,[],0.0,0.0
Collin Sexton,CHI,[],[],"{'pts': 12.40767593383789, 'reb': 3.246197462081909, 'ast': 2.584683895111084, 'threes': 1.77051193144757, 'pra': 18.238557291030883}",[],,,,[],0.0,0.0
Cooper Flagg,DAL,[],[],"{'pts': 18.889816284179688, 'reb': 5.333788871765137, 'ast': 3.631546974182129, 'threes': 1.3648349214308293, 'pra': 27.85515213012696}",[],,,,[],0.0,0.0
Corey Kispert,ATL,[],[],"{'pts': 11.42941188812256, 'reb': 3.763614416122437, 'ast': 2.734213829040528, 'threes': 0.9826629161834716, 'pra': 17.927240133285522}",[],,,,[],0.0,0.0
Curtis Jones,DEN,[],[],"{'pts': 12.73300075531006, 'reb': 4.047055244445801, 'ast': 2.2944231033325195, 'threes': 1.5059146881103516, 'pra': 19.07447910308838}",[],,,,[],0.0,0.0
DaRon Holmes II,DEN,[],[],"{'pts': 10.490927696228027, 'reb': 4.019357681274414, 'ast': 2.2256102561950684, 'threes': 0.6964695453643799, 'pra': 16.73589563369751}",[],,,,[],0.0,0.0
Daeqwon Plowden,SAC,[],[],"{'pts': 10.56636613192116, 'reb': 3.85675835609436, 'ast': 2.1662224267448096, 'threes': 1.3187392155329387, 'pra': 16.58934691476033}",[],,,,[],0.0,0.0
Dalton Knecht,LAL,[],[],"{'pts': 11.821061958899865, 'reb': 4.705809593200684, 'ast': 2.242478370666504, 'threes': 0.6341355442207212, 'pra': 18.76934992276705}",[],,,,[],0.0,0.0
Daniel Gafford,DAL,[],[],"{'pts': 10.98674488067627, 'reb': 5.822999954223633, 'ast': 1.568361520767212, 'threes': 0.9113485813140868, 'pra': 18.378106355667114}",[],,,,[],0.0,0.0
Danny Wolf,BKN,[],[],"{'pts': 9.865259928342676, 'reb': 5.584712726598165, 'ast': 3.191270033179032, 'threes': 0.9700904778225096, 'pra': 18.64124268811988}",[],,,,[],0.0,0.0
Dario Saric,SAC,[],[],"{'pts': 9.972169876098633, 'reb': 4.113757133483887, 'ast': 1.971657872200012, 'threes': 0.7887506484985352, 'pra': 16.05758488178253}",[],,,,[],0.0,0.0
Davion Mitchell,MIA,[],[],"{'pts': 13.389982223510742, 'reb': 3.3034770488739014, 'ast': 4.026327133178711, 'threes': 2.0115771293640137, 'pra': 20.719786405563354}",[],,,,[],0.0,0.0
Day'Ron Sharpe,BKN,[],[],"{'pts': 14.677717358498304, 'reb': 7.578911781311035, 'ast': 2.924494352943019, 'threes': 0.806915295844855, 'pra': 25.18112349275236}",[],,,,[],0.0,0.0
De'Aaron Fox,SAS,[],[],"{'pts': 16.93051314679579, 'reb': 3.454094648361206, 'ast': 5.298002350845733, 'threes': 2.2403799860101, 'pra': 25.68261014600273}",[],,,,[],0.0,0.0
DeAndre Jordan,NOP,[],[],"{'pts': 10.733346939086914, 'reb': 5.980677604675293, 'ast': 1.623487114906311, 'threes': 0.5980573892593384, 'pra': 18.33751165866852}",[],,,,[],0.0,0.0
DeMar DeRozan,SAC,[],[],"{'pts': 16.08849004014094, 'reb': 3.264615762817378, 'ast': 3.0309174944230874, 'threes': 1.2201322395890009, 'pra': 22.384023297381404}",[],,,,[],0.0,0.0
Derik Queen,NOP,[],[],"{'pts': 10.394359958500951, 'reb': 5.119606971740723, 'ast': 1.457450490380919, 'threes': 1.0539733171463013, 'pra': 16.971417420622593}",[],,,,[],0.0,0.0
Derrick Jones Jr.,LAC,[],[],"{'pts': 9.993361473083496, 'reb': 2.8432047367095947, 'ast': 1.116671442985535, 'threes': 1.9463393688201904, 'pra': 13.953237652778624}",[],,,,[],0.0,0.0
Desmond Bane,ORL,[],[],"{'pts': 24.1767687653236, 'reb': 3.674128293991089, 'ast': 2.073475637422704, 'threes': 3.705684728719032, 'pra': 29.92437269673739}",[],,,,[],0.0,0.0
Devin Carter,SAC,[],[],"{'pts': 15.574024200439451, 'reb': 4.621742248535156, 'ast': 3.557807445526123, 'threes': 1.567875623703003, 'pra': 23.75357389450073}",[],,,,[],0.0,0.0
Devin Vassell,SAS,[],[],"{'pts': 9.36386013031006, 'reb': 3.8431975841522217, 'ast': 1.8764618635177608, 'threes': 1.0334467887878418, 'pra': 15.083519577980042}",[],,,,[],0.0,0.0
Dominick Barlow,PHI,[],[],"{'pts': 11.537363705958294, 'reb': 4.946732521057129, 'ast': 0.7765108692085965, 'threes': 1.2797929739924063, 'pra': 17.260607096224017}",[],,,,[],0.0,0.0
Donovan Clingan,POR,[],[],"{'pts': 11.809165514432468, 'reb': 8.263060569763184, 'ast': 3.1211209297180176, 'threes': 0.5408298949400584, 'pra': 23.193347013913662}",[],,,,[],0.0,0.0
Donte DiVincenzo,MIN,[],[],"{'pts': 9.877208924717248, 'reb': 3.909426688832715, 'ast': 3.536727509724394, 'threes': 2.146233058275962, 'pra': 17.32336312327436}",[],,,,[],0.0,0.0
Dorian Finney-Smith,HOU,[],[],"{'pts': 9.681720108590335, 'reb': 3.5262529850006104, 'ast': 1.9310401678085327, 'threes': 1.409639443735265, 'pra': 15.139013261399478}",[],,,,[],0.0,0.0
Doug McDermott,SAC,[],[],"{'pts': 11.946978569030762, 'reb': 3.4129068851470947, 'ast': 1.133126139640808, 'threes': 2.45110297203064, 'pra': 16.493011593818665}",[],,,,[],0.0,0.0
Drake Powell,BKN,[],[],"{'pts': 9.769695396546748, 'reb': 3.766755819320679, 'ast': 1.3826350750002945, 'threes': 1.246849925792441, 'pra': 14.91908629086772}",[],,,,[],0.0,0.0
Drew Eubanks,SAC,[],[],"{'pts': 12.4149169921875, 'reb': 4.458258628845215, 'ast': 2.078904628753662, 'threes': 0.9497113227844238, 'pra': 18.952080249786377}",[],,,,[],0.0,0.0
Drew Peterson,CHA,[],[],"{'pts': 9.089750289916992, 'reb': 4.411027908325195, 'ast': 1.9708598852157595, 'threes': 0.5355606079101562, 'pra': 15.471638083457949}",[],,,,[],0.0,0.0
Drew Timme,LAL,[],[],"{'pts': 12.466044425964355, 'reb': 4.256909370422363, 'ast': 2.362280368804932, 'threes': 0.8523979187011719, 'pra': 19.08523416519165}",[],,,,[],0.0,0.0
Dru Smith,MIA,[],[],"{'pts': 10.483561459709616, 'reb': 4.216915130615234, 'ast': 3.0664762307217246, 'threes': 0.8693100229841906, 'pra': 17.766952821046576}",[],,,,[],0.0,0.0
Duop Reath,POR,[],[],"{'pts': 8.435449600219727, 'reb': 3.955030679702759, 'ast': 1.2236225605010986, 'threes': 1.011338233947754, 'pra': 13.614102840423584}",[],,,,[],0.0,0.0
Dwight Powell,DAL,[],[],"{'pts': 8.827833615816557, 'reb': 4.699681282043457, 'ast': 2.1340293884277344, 'threes': 0.6597003995698721, 'pra': 15.661544286287748}",[],,,,[],0.0,0.0
Dylan Harper,SAS,[],[],"{'pts': 15.948653673428334, 'reb': 4.718203544616699, 'ast': 4.754470782809787, 'threes': 1.3813705202302795, 'pra': 25.421328000854817}",[],,,,[],0.0,0.0
Dyson Daniels,ATL,[],[],"{'pts': 11.853163246932874, 'reb': 5.549795150756836, 'ast': 4.123030111450512, 'threes': 0.7063061751895306, 'pra': 21.52598850914022}",[],,,,[],0.0,0.0
E.J. Liddell,BKN,[],[],"{'pts': 10.80859088897705, 'reb': 3.784085512161255, 'ast': 1.954747557640076, 'threes': 1.2403936386108398, 'pra': 16.54742395877838}",[],,,,[],0.0,0.0
Egor Dëmin,BKN,[],[],"{'pts': 14.586193391924445, 'reb': 3.03369688987732, 'ast': 3.2021558749438994, 'threes': 1.9411365233949944, 'pra': 20.822046156745664}",[],,,,[],0.0,0.0
Elijah Harkless,UTA,[],[],"{'pts': 11.558138847351074, 'reb': 4.013154029846191, 'ast': 2.3426880836486816, 'threes': 0.9221863746643066, 'pra': 17.913980960845947}",[],,,,[],0.0,0.0
Emanuel Miller,CHI,[],[],"{'pts': 10.76426601409912, 'reb': 3.954556703567505, 'ast': 2.5549182891845703, 'threes': 0.7275012731552124, 'pra': 17.273741006851196}",[],,,,[],0.0,0.0
Enrique Freeman,MIN,[],[],"{'pts': 10.177226066589355, 'reb': 4.449429512023926, 'ast': 1.917970299720764, 'threes': 0.8807814121246338, 'pra': 16.544625878334045}",[],,,,[],0.0,0.0
Eric Gordon,PHI,[],[],"{'pts': 11.551362991333008, 'reb': 3.04451584815979, 'ast': 1.5490837097167969, 'threes': 1.9460361003875728, 'pra': 16.144962549209595}",[],,,,[],0.0,0.0
Ethan Thompson,IND,[],[],"{'pts': 13.433822631835938, 'reb': 3.5478646755218506, 'ast': 2.4666876792907715, 'threes': 2.185055494308472, 'pra': 19.44837498664856}",[],,,,[],0.0,0.0
Gabe Vincent,ATL,[],[],"{'pts': 12.148212432861328, 'reb': 2.7461488246917725, 'ast': 2.565394878387451, 'threes': 1.5197240114212036, 'pra': 17.45975613594055}",[],,,,[],0.0,0.0
Garrison Mathews,IND,[],[],"{'pts': 8.32107925415039, 'reb': 3.3520185947418213, 'ast': 1.4825371503829956, 'threes': 1.117032527923584, 'pra': 13.155634999275208}",[],,,,[],0.0,0.0
Goga Bitadze,ORL,[],[],"{'pts': 11.996001243591309, 'reb': 5.695908546447754, 'ast': 1.7220333814620972, 'threes': 0.8545236587524414, 'pra': 19.41394317150116}",[],,,,[],0.0,0.0
Grant Williams,CHA,[],[],"{'pts': 12.00506326193338, 'reb': 4.02238655090332, 'ast': 3.381553649902344, 'threes': 1.5189676920572917, 'pra': 19.409003462739044}",[],,,,[],0.0,0.0
Grayson Allen,PHX,[],[],"{'pts': 15.058624267578123, 'reb': 2.72786545753479, 'ast': 4.259846687316895, 'threes': 2.2799627780914307, 'pra': 22.04633641242981}",[],,,,[],0.0,0.0
Guerschon Yabusele,CHI,[],[],"{'pts': 11.640050888061523, 'reb': 3.344046115875244, 'ast': 1.6531966924667358, 'threes': 1.95098090171814, 'pra': 16.637293696403503}",[],,,,[],0.0,0.0
Harrison Barnes,SAS,[],[],"{'pts': 7.51904519072313, 'reb': 2.738659620285034, 'ast': 2.232489769581474, 'threes': 1.1047399157061129, 'pra': 12.490194580589636}",[],,,,[],0.0,0.0
Harrison Ingram,SAS,[],[],"{'pts': 11.345837593078612, 'reb': 4.103208541870117, 'ast': 2.1182007789611816, 'threes': 0.9538720846176147, 'pra': 17.567246913909912}",[],,,,[],0.0,0.0
Herbert Jones,NOP,[],[],"{'pts': 8.06641674041748, 'reb': 3.6569669246673584, 'ast': 2.7524547576904297, 'threes': 1.2216039896011353, 'pra': 14.475838422775269}",[],,,,[],0.0,0.0
Hugo González,BOS,[],[],"{'pts': 7.008761349846335, 'reb': 4.697643280029297, 'ast': 1.1015035384161431, 'threes': 0.4192432645878328, 'pra': 12.807908168291776}",[],,,,[],0.0,0.0
Hunter Dickinson,NOP,[],[],"{'pts': 11.5399169921875, 'reb': 3.7074267864227295, 'ast': 2.083415985107422, 'threes': 0.990669012069702, 'pra': 17.33075976371765}",[],,,,[],0.0,0.0
Hunter Sallis,PHI,[],[],"{'pts': 10.759215354919434, 'reb': 3.969555139541626, 'ast': 2.534965991973877, 'threes': 0.7525420188903809, 'pra': 17.263736486434937}",[],,,,[],0.0,0.0
Isaac Okoro,CHI,[],[],"{'pts': 13.127273559570312, 'reb': 2.95092248916626, 'ast': 2.499483108520508, 'threes': 1.487423300743103, 'pra': 18.57767915725708}",[],,,,[],0.0,0.0
Isaiah Collier,UTA,[],[],"{'pts': 14.206588741204678, 'reb': 3.5867855548858643, 'ast': 6.846905708312988, 'threes': 1.3372293919927047, 'pra': 24.64028000440353}",[],,,,[],0.0,0.0
Isaiah Crawford,HOU,[],[],"{'pts': 9.958873748779297, 'reb': 3.14438796043396, 'ast': 1.465917468070984, 'threes': 1.6507165431976318, 'pra': 14.56917917728424}",[],,,,[],0.0,0.0
Isaiah Jackson,LAC,[],[],"{'pts': 11.27647876739502, 'reb': 6.249435424804688, 'ast': 1.9650274515151973, 'threes': 0.6098203659057617, 'pra': 19.490941643714905}",[],,,,[],0.0,0.0
Isaiah Livers,PHX,[],[],"{'pts': 8.569796562194824, 'reb': 4.364855766296387, 'ast': 2.1240010261535645, 'threes': 0.4355254496239196, 'pra': 15.058653354644775}",[],,,,[],0.0,0.0
Isaiah Stevens,SAC,[],[],"{'pts': 12.972997665405272, 'reb': 3.552269697189331, 'ast': 3.5628247261047363, 'threes': 1.585728645324707, 'pra': 20.08809208869934}",[],,,,[],0.0,0.0
JD Davison,HOU,[],[],"{'pts': 11.147137641906738, 'reb': 4.125933647155762, 'ast': 2.5184898376464844, 'threes': 1.4971797466278076, 'pra': 17.791561126708984}",[],,,,[],0.0,0.0
Jabari Smith Jr.,HOU,[],[],"{'pts': 6.8646974200688815, 'reb': 5.678318977355957, 'ast': 0.9957038796050878, 'threes': 0.5045233930805366, 'pra': 13.538720277029928}",[],,,,[],0.0,0.0
Jabari Walker,PHI,[],[],"{'pts': 5.53590202331543, 'reb': 4.072262763977051, 'ast': 1.5308927297592163, 'threes': 0.2820910243685128, 'pra': 11.139057517051697}",[],,,,[],0.0,0.0
Jacob Toppin,ATL,[],[],"{'pts': 11.606842041015623, 'reb': 3.725838422775269, 'ast': 2.198549270629883, 'threes': 1.1547359228134155, 'pra': 17.531229734420776}",[],,,,[],0.0,0.0
Jaden Hardy,WAS,[],[],"{'pts': 12.298526763916016, 'reb': 3.7170159816741934, 'ast': 2.0443248748779297, 'threes': 1.7371481657028198, 'pra': 18.05986762046814}",[],,,,[],0.0,0.0
Jaden McDaniels,MIN,[],[],"{'pts': 17.82061487085679, 'reb': 4.057997142645298, 'ast': 2.6831914889825206, 'threes': 1.9604473307618016, 'pra': 24.561803502484608}",[],,,,[],0.0,0.0
Jahmai Mashack,MEM,[],[],"{'pts': 12.4110347202846, 'reb': 3.5035769939422607, 'ast': 2.363983631134033, 'threes': 1.2006183564662931, 'pra': 18.27859534536089}",[],,,,[],0.0,0.0
Jahmir Young,MIA,[],[],"{'pts': 10.787726402282717, 'reb': 3.8224246501922607, 'ast': 2.4072012901306152, 'threes': 0.9524474143981934, 'pra': 17.01735234260559}",[],,,,[],0.0,0.0
Jahmyl Telfort,LAC,[],[],"{'pts': 10.529406547546388, 'reb': 3.89565634727478, 'ast': 2.048625946044922, 'threes': 0.9371668100357056, 'pra': 16.47368884086609}",[],,,,[],0.0,0.0
Jaime Jaquez Jr.,MIA,[],[],"{'pts': 13.295889189077275, 'reb': 5.933585556933237, 'ast': 4.131375750136918, 'threes': 0.750416882570101, 'pra': 23.36085049614743}",[],,,,[],0.0,0.0
Jake LaRavia,LAL,[],[],"{'pts': 10.516732215881348, 'reb': 2.9280275746557933, 'ast': 1.821577678514148, 'threes': 0.9628831198297804, 'pra': 15.266337469051289}",[],,,,[],0.0,0.0
Jalen Green,PHX,[],[],"{'pts': 16.135986328125, 'reb': 3.726156949996948, 'ast': 3.0182347297668457, 'threes': 2.226936101913452, 'pra': 22.8803780078888}",[],,,,[],0.0,0.0
Jalen Johnson,ATL,[],[],"{'pts': 20.83138168727241, 'reb': 9.070823669433594, 'ast': 7.37817907333374, 'threes': 0.6783333905952247, 'pra': 37.28038443003975}",[],,,,[],0.0,0.0
Jalen Wilson,BKN,[],[],"{'pts': 8.187958203829252, 'reb': 4.505666732788086, 'ast': 1.5118989944458008, 'threes': 1.1745159621969914, 'pra': 14.20552393106314}",[],,,,[],0.0,0.0
Jamal Cain,ORL,[],[],"{'pts': 11.992276191711426, 'reb': 3.961966753005981, 'ast': 2.1990342140197754, 'threes': 1.2806209325790403, 'pra': 18.153277158737183}",[],,,,[],0.0,0.0
