player,team,plays,ladders,model,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Rasheer Fleming,PHX,[],[],"{'pts': 11.035749875582182, 'reb': 3.849642515182495, 'ast': 1.9378315210342407, 'threes': 2.001473372298207, 'pra': 16.82322391179892}",[],,,,[],0.0,0.0
RayJ Dennis,ATL,[],[],"{'pts': 14.302816390991213, 'reb': 4.097739219665527, 'ast': 2.82216215133667, 'threes': 1.53041410446167, 'pra': 21.222717761993408}",[],,,,[],0.0,0.0
Rayan Rupert,POR,[],[],"{'pts': 4.350478612459623, 'reb': 3.292875528335572, 'ast': 1.5347362756729126, 'threes': 0.4544072077682574, 'pra': 9.178090416468107}",[],,,,[],0.0,0.0
Reed Sheppard,HOU,[],[],"{'pts': 12.991648531431826, 'reb': 3.823554195790895, 'ast': 2.600011138066474, 'threes': 2.2284435702978107, 'pra': 19.4152138652892}",[],,,,[],0.0,0.0
Riley Minix,SAS,[],[],"{'pts': 11.865477561950684, 'reb': 4.146675109863281, 'ast': 2.2895989418029785, 'threes': 1.204012155532837, 'pra': 18.301751613616943}",[],,,,[],0.0,0.0
Rob Dillingham,CHI,[],[],"{'pts': 16.198528289794922, 'reb': 3.672382116317749, 'ast': 3.1616697311401367, 'threes': 2.078443082173665, 'pra': 23.032580137252808}",[],,,,[],0.0,0.0
Robert Williams III,POR,[],[],"{'pts': 12.498017730354366, 'reb': 6.736116409301758, 'ast': 2.472505569458008, 'threes': 0.6356601685707869, 'pra': 21.70663970911413}",[],,,,[],0.0,0.0
Royce O'Neale,PHX,[],[],"{'pts': 8.394708872097691, 'reb': 4.1153139115436845, 'ast': 1.148386065302071, 'threes': 2.426566862919357, 'pra': 13.658408848943449}",[],,,,[],0.0,0.0
Rudy Gobert,MIN,[],[],"{'pts': 13.35687728938911, 'reb': 7.603389739990234, 'ast': 1.7536272539421107, 'threes': 0.2380602920455561, 'pra': 22.71389428332145}",[],,,,[],0.0,0.0
Rui Hachimura,LAL,[],[],"{'pts': 10.542949162996733, 'reb': 3.6218416690826416, 'ast': 1.2279424667358398, 'threes': 1.6885117503552824, 'pra': 15.392733298815214}",[],,,,[],0.0,0.0
Ryan Dunn,PHX,[],[],"{'pts': 5.082057752107319, 'reb': 2.1390997368356457, 'ast': 1.3325166713692451, 'threes': 0.6522081097691854, 'pra': 8.55367416031221}",[],,,,[],0.0,0.0
Ryan Kalkbrenner,CHA,[],[],"{'pts': 8.95466136932373, 'reb': 5.378870964050293, 'ast': 1.413335004562368, 'threes': 0.5588925093479549, 'pra': 15.746867337936392}",[],,,,[],0.0,0.0
Ryan Nembhard,DAL,[],[],"{'pts': 14.793315887451172, 'reb': 3.858236074447632, 'ast': 4.374909400939941, 'threes': 1.8430192470550537, 'pra': 23.026461362838745}",[],,,,[],0.0,0.0
Saddiq Bey,NOP,[],[],"{'pts': 17.661083221435547, 'reb': 5.112285614013672, 'ast': 3.081201152603714, 'threes': 1.902429155686248, 'pra': 25.854569988052933}",[],,,,[],0.0,0.0
Scoot Henderson,POR,[],[],"{'pts': 14.121646881103516, 'reb': 3.937411546707153, 'ast': 3.9520630836486816, 'threes': 1.7767088413238523, 'pra': 22.01112151145935}",[],,,,[],0.0,0.0
Sharife Cooper,WAS,[],[],"{'pts': 17.164541244506836, 'reb': 4.532114028930664, 'ast': 4.12706522603918, 'threes': 1.949876308441162, 'pra': 25.82372049947668}",[],,,,[],0.0,0.0
Sidy Cissoko,POR,[],[],"{'pts': 6.999238967895508, 'reb': 4.645121574401856, 'ast': 1.848042366157816, 'threes': 0.9802741502560418, 'pra': 13.49240290845518}",[],,,,[],0.0,0.0
Simone Fontecchio,MIA,[],[],"{'pts': 10.839906692504885, 'reb': 4.873214721679688, 'ast': 1.1844369603151903, 'threes': 1.532318620120778, 'pra': 16.89755837449976}",[],,,,[],0.0,0.0
Sion James,CHA,[],[],"{'pts': 8.227117538452148, 'reb': 3.8872757626590353, 'ast': 2.5731771532045618, 'threes': 1.0336577364822996, 'pra': 14.687570454315743}",[],,,,[],0.0,0.0
Skal Labissiere,WAS,[],[],"{'pts': 11.683032989501951, 'reb': 4.968199729919434, 'ast': 2.178539752960205, 'threes': 0.8435580730438232, 'pra': 18.829772472381592}",[],,,,[],0.0,0.0
Stanley Umude,SAS,[],[],"{'pts': 10.786077499389648, 'reb': 3.8075144290924072, 'ast': 2.1586828231811523, 'threes': 0.9487512111663818, 'pra': 16.752274751663208}",[],,,,[],0.0,0.0
Stephon Castle,SAS,[],[],"{'pts': 14.929701364957369, 'reb': 5.571244239807129, 'ast': 5.163976192474365, 'threes': 0.8304679066605409, 'pra': 25.66492179723886}",[],,,,[],0.0,0.0
Svi Mykhailiuk,UTA,[],[],"{'pts': 16.832962046396165, 'reb': 3.7526023387908936, 'ast': 2.008230686187744, 'threes': 2.7116837160927907, 'pra': 22.593795071374803}",[],,,,[],0.0,0.0
T.J. McConnell,IND,[],[],"{'pts': 16.212725501213406, 'reb': 4.491446495056152, 'ast': 4.461415767669678, 'threes': 1.2140294084125618, 'pra': 25.16558776393924}",[],,,,[],0.0,0.0
Taelon Peter,IND,[],[],"{'pts': 12.335566520690918, 'reb': 3.5043890476226807, 'ast': 2.208959579467773, 'threes': 2.417217969894409, 'pra': 18.04891514778137}",[],,,,[],0.0,0.0
Tari Eason,HOU,[],[],"{'pts': 10.24969269679143, 'reb': 3.593180894851685, 'ast': 0.8182596691251351, 'threes': 1.750811169582768, 'pra': 14.66113326076825}",[],,,,[],0.0,0.0
Terance Mann,BKN,[],[],"{'pts': 8.069900856018066, 'reb': 3.46363377571106, 'ast': 2.558598041534424, 'threes': 1.1701106709070543, 'pra': 14.09213267326355}",[],,,,[],0.0,0.0
Terrence Shannon Jr.,MIN,[],[],"{'pts': 10.68507480621338, 'reb': 2.9598395824432373, 'ast': 1.988975167274475, 'threes': 1.0925673246383667, 'pra': 15.633889555931091}",[],,,,[],0.0,0.0
Thanasis Antetokounmpo,MIL,[],[],"{'pts': 8.827357292175293, 'reb': 4.390196800231934, 'ast': 2.1722326278686523, 'threes': 0.4938915584768568, 'pra': 15.38978672027588}",[],,,,[],0.0,0.0
Tidjane Salaün,CHA,[],[],"{'pts': 10.134271621704102, 'reb': 5.263459205627441, 'ast': 1.7050412893295288, 'threes': 0.7823323011398315, 'pra': 17.102772116661072}",[],,,,[],0.0,0.0
Tony Bradley,IND,[],[],"{'pts': 11.759194374084473, 'reb': 5.827013969421387, 'ast': 1.7770642042160034, 'threes': 0.6397291421890259, 'pra': 19.363272547721863}",[],,,,[],0.0,0.0
Toumani Camara,POR,[],[],"{'pts': 8.788837056711374, 'reb': 3.9710572755840974, 'ast': 2.192028309145966, 'threes': 1.5486713069468268, 'pra': 14.95192264144144}",[],,,,[],0.0,0.0
Tre Johnson,WAS,[],[],"{'pts': 13.131912231445312, 'reb': 3.2839372158050537, 'ast': 3.40347671508789, 'threes': 0.9793792963027954, 'pra': 19.819326162338257}",[],,,,[],0.0,0.0
Tre Jones,CHI,[],[],"{'pts': 16.358356475830078, 'reb': 4.734898567199707, 'ast': 6.125804901123047, 'threes': 1.6977946758270264, 'pra': 27.219059944152832}",[],,,,[],0.0,0.0
Tre Mann,CHA,[],[],"{'pts': 8.789781497075007, 'reb': 3.530714750289917, 'ast': 2.179010391235352, 'threes': 1.3336531484828276, 'pra': 14.499506638600277}",[],,,,[],0.0,0.0
Trendon Watford,PHI,[],[],"{'pts': 13.757699012756348, 'reb': 4.889370918273926, 'ast': 2.8714141845703125, 'threes': 1.282779335975647, 'pra': 21.518484115600582}",[],,,,[],0.0,0.0
Trentyn Flowers,CHI,[],[],"{'pts': 11.390562057495115, 'reb': 4.080608367919922, 'ast': 2.542661190032959, 'threes': 0.9077820777893066, 'pra': 18.013831615447998}",[],,,,[],0.0,0.0
Trey Alexander,NOP,[],[],"{'pts': 10.474358558654783, 'reb': 3.968535661697388, 'ast': 2.455467700958252, 'threes': 0.7421537637710571, 'pra': 16.898361921310425}",[],,,,[],0.0,0.0
Tristan Enaruna,CLE,[],[],"{'pts': 11.050305366516112, 'reb': 4.768404006958008, 'ast': 2.280402183532715, 'threes': 0.8947206735610962, 'pra': 18.09911155700684}",[],,,,[],0.0,0.0
Tristan Vukcevic,WAS,[],[],"{'pts': 12.269365310668944, 'reb': 4.091687202453613, 'ast': 2.124689102172852, 'threes': 1.8514537811279297, 'pra': 18.48574161529541}",[],,,,[],0.0,0.0
Tristan da Silva,ORL,[],[],"{'pts': 8.492405173316843, 'reb': 3.251606743218668, 'ast': 1.970373255297852, 'threes': 1.275125461005152, 'pra': 13.714385171833364}",[],,,,[],0.0,0.0
TyTy Washington Jr.,LAC,[],[],"{'pts': 11.170045852661133, 'reb': 3.911579847335816, 'ast': 3.0753941535949707, 'threes': 1.043419361114502, 'pra': 18.15701985359192}",[],,,,[],0.0,0.0
Tyler Herro,MIA,[],[],"{'pts': 19.109760284423828, 'reb': 4.325994491577148, 'ast': 2.618372917175293, 'threes': 2.418598175048828, 'pra': 26.05412769317627}",[],,,,[],0.0,0.0
Tyrese Maxey,PHI,[],[],"{'pts': 19.16753578186035, 'reb': 4.135753631591797, 'ast': 4.321816444396973, 'threes': 2.1548813240868703, 'pra': 27.62510585784912}",[],,,,[],0.0,0.0
Tyrese Proctor,CLE,[],[],"{'pts': 9.632465802706204, 'reb': 3.710735559463501, 'ast': 2.846135139465332, 'threes': 0.6645245504617524, 'pra': 16.18933650163504}",[],,,,[],0.0,0.0
Tyson Etienne,BKN,[],[],"{'pts': 11.70384120941162, 'reb': 3.3811702728271484, 'ast': 2.4811511039733887, 'threes': 1.0563781261444092, 'pra': 17.566162586212158}",[],,,,[],0.0,0.0
Tyus Jones,DAL,[],[],"{'pts': 10.074119704110284, 'reb': 3.452057123184204, 'ast': 3.2804574966430664, 'threes': 1.4965047422030815, 'pra': 16.80663432393755}",[],,,,[],0.0,0.0
VJ Edgecombe,PHI,[],[],"{'pts': 12.316008401406542, 'reb': 4.867505361325351, 'ast': 2.4974148405922785, 'threes': 1.095396064544529, 'pra': 19.68092860332417}",[],,,,[],0.0,0.0
Victor Wembanyama,SAS,[],[],"{'pts': 19.3158053573777, 'reb': 7.510567665100098, 'ast': 2.8637763672544247, 'threes': 1.404215928974024, 'pra': 29.690149389732223}",[],,,,[],0.0,0.0
Vladislav Goldin,MIA,[],[],"{'pts': 11.92580509185791, 'reb': 3.9251692295074463, 'ast': 2.764665126800537, 'threes': 1.0981732606887815, 'pra': 18.615639448165894}",[],,,,[],0.0,0.0
Vít Krejčí,POR,[],[],"{'pts': 8.72744911348175, 'reb': 2.9680917263031006, 'ast': 1.7380351093564397, 'threes': 1.3114884146339834, 'pra': 13.433575949141291}",[],,,,[],0.0,0.0
Walter Clayton Jr.,MEM,[],[],"{'pts': 10.870407240731376, 'reb': 3.2370259761810303, 'ast': 3.2341699600219727, 'threes': 1.5390249905310347, 'pra': 17.341603176934377}",[],,,,[],0.0,0.0
Wendell Carter Jr.,ORL,[],[],"{'pts': 7.6155525561050545, 'reb': 7.121846181696111, 'ast': 2.197961043337407, 'threes': 0.3072567551629147, 'pra': 16.935359781138573}",[],,,,[],0.0,0.0
Will Richard,GSW,[],[],"{'pts': 6.130268287658692, 'reb': 4.081219673156738, 'ast': 2.0693068504333496, 'threes': 0.5404942676290441, 'pra': 12.28079481124878}",[],,,,[],0.0,0.0
Will Riley,WAS,[],[],"{'pts': 11.67991647250272, 'reb': 2.548992751951159, 'ast': 2.845790468397456, 'threes': 0.6833908181224141, 'pra': 17.074699692851336}",[],,,,[],0.0,0.0
Xavier Tillman,CHA,[],[],"{'pts': 10.772655487060549, 'reb': 4.057250022888184, 'ast': 2.1257519721984863, 'threes': 0.85071861743927, 'pra': 16.955657482147217}",[],,,,[],0.0,0.0
Yang Hansen,POR,[],[],"{'pts': 6.930463927132743, 'reb': 4.009049415588379, 'ast': 1.4503132104873655, 'threes': 0.4317607729872653, 'pra': 12.389826553208486}",[],,,,[],0.0,0.0
Yanic Konan Niederhäuser,LAC,[],[],"{'pts': 7.713901439854376, 'reb': 5.216099739074707, 'ast': 1.0547272117049606, 'threes': 0.3381057150743482, 'pra': 13.984728390634045}",[],,,,[],0.0,0.0
Yuki Kawamura,CHI,[],[],"{'pts': 13.88323211669922, 'reb': 5.348533630371094, 'ast': 4.785429954528809, 'threes': 1.448650360107422, 'pra': 24.01719570159912}",[],,,,[],0.0,0.0
Zaccharie Risacher,ATL,[],[],"{'pts': 10.777843475341797, 'reb': 4.1840667724609375, 'ast': 1.5040496587753296, 'threes': 1.301666259765625, 'pra': 16.465959906578064}",[],,,,[],0.0,0.0
Zion Williamson,NOP,[],[],"{'pts': 21.35166358947754, 'reb': 6.052231788635254, 'ast': 3.503871440887451, 'threes': 0.9003029210226876, 'pra': 30.907766819000244}",[],,,,[],0.0,0.0
